nom,type,ville,description,image_monument_url,lien_wikipedia,image_ville_url
Fès–Saïs Airport,musée,Meknès,"Saïss Airport or Fès–Saïss Airport is an airport serving Fez, the capital city of the Fès-Meknès region in Morocco. The airport crossed the million passengers mark in 2017 for the first time of its history by totalising 1,115,595 travelers.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/AEROPORT_FES_SAISS_FES_Commune_Oulad_Tay.jpg/330px-AEROPORT_FES_SAISS_FES_Commune_Oulad_Tay.jpg,https://en.wikipedia.org/wiki/F%C3%A8s%E2%80%93Sa%C3%AFs_Airport,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Entrada_a_Meknes%2C_Marruecos._-_panoramio.jpg/330px-Entrada_a_Meknes%2C_Marruecos._-_panoramio.jpg
Ibn Danan Synagogue,musée,Meknès,"The Ibn Danan Synagogue is an Orthodox Jewish congregation and synagogue, located in Fes, Fès-Meknès, Morocco. The synagogue is located in the Mellah district within Fes el-Jdid, one of the components of the historic medina of Fes.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Ibn_Danan_Synagogue_DSCF5080.jpg/330px-Ibn_Danan_Synagogue_DSCF5080.jpg,https://en.wikipedia.org/wiki/Ibn_Danan_Synagogue,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Entrada_a_Meknes%2C_Marruecos._-_panoramio.jpg/330px-Entrada_a_Meknes%2C_Marruecos._-_panoramio.jpg
Taza,musée,Meknès,"Taza is a city in northern Morocco occupying the corridor between the Rif mountains and Middle Atlas mountains, about 120 km east of Fez and 150 km south of Al Hoceima. It recorded a population of 148,406 in the 2019 Moroccan census and is the capital of Taza Province.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Taza_-_Maroc.jpg/330px-Taza_-_Maroc.jpg,https://en.wikipedia.org/wiki/Taza,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Entrada_a_Meknes%2C_Marruecos._-_panoramio.jpg/330px-Entrada_a_Meknes%2C_Marruecos._-_panoramio.jpg
Capitoline Temple,musée,Meknès,"The Capitoline Temple is an ancient monument located in the ancient city of Volubilis in Fès-Meknès, Morocco. It dates from the Roman era, and was situated in the province of Mauretania Tingitana.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Volubilis_Capitoline_temple.jpg/320px-Volubilis_Capitoline_temple.jpg,https://en.wikipedia.org/wiki/Capitoline_Temple,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Entrada_a_Meknes%2C_Marruecos._-_panoramio.jpg/330px-Entrada_a_Meknes%2C_Marruecos._-_panoramio.jpg
Great Mosque of Taza,musée,Meknès,"The Great Mosque of Taza is the most important religious building in the historic medina of Taza, Morocco. Founded in the 12th century by the Almohad caliph Abd al-Mu'min, it is the oldest surviving example of Almohad architecture. It was expanded by the Marinids in the late 13th century and renovated by the 'Alawi sultan al-Rashid in the 17th century.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Taza_mosque_minaret.jpg/330px-Taza_mosque_minaret.jpg,https://en.wikipedia.org/wiki/Great_Mosque_of_Taza,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Entrada_a_Meknes%2C_Marruecos._-_panoramio.jpg/330px-Entrada_a_Meknes%2C_Marruecos._-_panoramio.jpg
Moulay Idriss Zerhoun,musée,Meknès,"Moulay Idriss, Moulay Driss Zerhoun or simply Zerhoun is a town in the Fès-Meknès region of northern Morocco, spread over two hills at the base of Mount Zerhoun. It is famous for being the site of the tomb of Idris I, the first major Islamic ruler of Morocco, after whom the town is named. It is located near Meknes and overlooks the ruins of Volubilis a few kilometers away.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Moulay_Idriss_2.jpg/330px-Moulay_Idriss_2.jpg,https://en.wikipedia.org/wiki/Moulay_Idriss_Zerhoun,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Entrada_a_Meknes%2C_Marruecos._-_panoramio.jpg/330px-Entrada_a_Meknes%2C_Marruecos._-_panoramio.jpg
Agadir,musée,Agadir,"Agadir is a major city in Morocco, on the shore of the Atlantic Ocean near the foot of the Atlas Mountains, just north of the point where the Souss River flows into the ocean, and 509 kilometres (316 mi) south of Casablanca. Agadir is the capital of the Agadir Ida-U-Tanan Prefecture and of the Souss-Massa economic region.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Agadir-cityreflection.jpg/330px-Agadir-cityreflection.jpg,https://en.wikipedia.org/wiki/Agadir,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Agadir-cityreflection.jpg/330px-Agadir-cityreflection.jpg
Taroudant,musée,Agadir,"Taroudant is a city in the Sous in southwestern Morocco. It is situated east of Agadir on the road to Ouarzazate and south of Marrakesh. Today, it is a small market town and a tourist destination.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Al_Kassbah%2C_Taroudant%2C_Morocco_-_panoramio.jpg/330px-Al_Kassbah%2C_Taroudant%2C_Morocco_-_panoramio.jpg,https://en.wikipedia.org/wiki/Taroudant,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Agadir-cityreflection.jpg/330px-Agadir-cityreflection.jpg
Agadir Crisis,musée,Agadir,"The Agadir Crisis, Agadir Incident, or Second Moroccan Crisis, was a brief crisis sparked by the deployment of a substantial force of French troops in the interior of Morocco in July 1911 and the deployment of the German gunboat SMS Panther to Agadir, a Moroccan Atlantic port. Germany did not object to France's expansion but demanded ""territorial compensation"" for itself. Berlin threatened warfare, sent a gunboat and stirred up German nationalists. Negotiations between Berlin and Paris resolved the crisis on 4 November 1911: France took over Morocco as a protectorate in exchange for territorial concessions to German Cameroon from the French Congo.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/SMS_Panther.gif/320px-SMS_Panther.gif,https://en.wikipedia.org/wiki/Agadir_Crisis,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Agadir-cityreflection.jpg/330px-Agadir-cityreflection.jpg
Wiki Indaba,musée,Agadir,"Wiki Indaba is the regional conference for African Wikimedians both within the continent and in the diaspora. Topics of presentation and dialogue include Wikimedia projects such as Wikipedia, other wikis, open-source software, free knowledge, free content and how these projects affect the African continent.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Wiki_Indaba_Present_logo.jpg/330px-Wiki_Indaba_Present_logo.jpg,https://en.wikipedia.org/wiki/Wiki_Indaba,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Agadir-cityreflection.jpg/330px-Agadir-cityreflection.jpg
Marrakesh Menara Airport,musée,Agadir,"Marrakesh Menara Airport is an international airport serving Marrakesh, the capital city of the Marrakesh-Safi region in Morocco. It is an international facility that receives several European flights as well as flights from Casablanca, some of the Arab world nations and from 2024, flights from North America. The airport served over 6.3 million passengers in 2019.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/ONDALOGO.png/330px-ONDALOGO.png,https://en.wikipedia.org/wiki/Marrakesh_Menara_Airport,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Agadir-cityreflection.jpg/330px-Agadir-cityreflection.jpg
Hassania Agadir,musée,Agadir,"Hassania Union Sport d'Agadir commonly referred to as Hassania Agadir and known as l'Hassania, or simply as HUSA, is a Moroccan football club based in Agadir. The club was founded on 22 December 1946. It plays its home games at Adrar Stadium.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Husa_logo_2013.png/330px-Husa_logo_2013.png,https://en.wikipedia.org/wiki/Hassania_Agadir,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Agadir-cityreflection.jpg/330px-Agadir-cityreflection.jpg
Olhão Garden,musée,Agadir,"Olhão Garden is a park in New Talborj in the city of Agadir, Morocco. It was inaugurated on 2 March 1992 during the celebration of the Throne Day. It is named after Olhão, a coastal city in southern Portugal that is twinned with Agadir.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Agadir_28.01.2011_15-29-21.JPG/320px-Agadir_28.01.2011_15-29-21.JPG,https://en.wikipedia.org/wiki/Olh%C3%A3o_Garden,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Agadir-cityreflection.jpg/330px-Agadir-cityreflection.jpg
Agadir–Al Massira Airport,musée,Agadir,"Agadir–Al Massira Airport is an international airport serving Agadir, a major city in southwest Morocco and the capital of Souss-Massa region.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/%D0%93.%D0%90%D0%B3%D0%B0%D0%B4%D0%B8%D1%80%2C_%D0%9C%D0%B0%D1%80%D0%BE%D0%BA%D0%BA%D0%BE._-_panoramio_%281%29.jpg/330px-%D0%93.%D0%90%D0%B3%D0%B0%D0%B4%D0%B8%D1%80%2C_%D0%9C%D0%B0%D1%80%D0%BE%D0%BA%D0%BA%D0%BE._-_panoramio_%281%29.jpg,https://en.wikipedia.org/wiki/Agadir%E2%80%93Al_Massira_Airport,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Agadir-cityreflection.jpg/330px-Agadir-cityreflection.jpg
Mendoub's Residence,musée,Tanger,"The Mendoub's Residence or Dar al-Mandub, formerly known as the Forbes Museum of Tangier, is a cultural monument and 10-acre (40,000 m2) property located on Mohammed Tazi Street in the Marshan neighborhood of Tangier, Morocco.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Morocco_Tangier_Mendoub_Palace.jpg/330px-Morocco_Tangier_Mendoub_Palace.jpg,https://en.wikipedia.org/wiki/Mendoub's_Residence,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tanger_cor.jpg/330px-Tanger_cor.jpg
"American Legation, Tangier",musée,Tanger,"The Tangier American Legation, officially the Tangier American Legation Institute for Moroccan Studies (TALIMS), is a building in the medina of Tangier, Morocco, that formerly housed the United States diplomatic mission to Morocco. It was the first American public property abroad and is the only U.S. National Historic Landmark in a foreign country.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Museo_del_Antiguo_Legado_Estadounidense%2C_T%C3%A1nger%2C_Marruecos%2C_2015-12-11%2C_DD_44-46_HDR.JPG/330px-Museo_del_Antiguo_Legado_Estadounidense%2C_T%C3%A1nger%2C_Marruecos%2C_2015-12-11%2C_DD_44-46_HDR.JPG,https://en.wikipedia.org/wiki/American_Legation%2C_Tangier,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tanger_cor.jpg/330px-Tanger_cor.jpg
Mendoubia,musée,Tanger,"The Mendoubia or Mandubiyya refers to the former ceremonial mansion of the Mendoub, the representative of the Sultan of Morocco in the Tangier International Zone from 1924 to 1956. It now houses the commercial court of Tangier and a memorial museum.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Morocco_Tangier_Mendoubia.jpg/320px-Morocco_Tangier_Mendoubia.jpg,https://en.wikipedia.org/wiki/Mendoubia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tanger_cor.jpg/330px-Tanger_cor.jpg
Tangier,musée,Tanger,"Tangier is a city in northwestern Morocco, on the coasts of the Mediterranean Sea and the Atlantic Ocean. The city is the capital of the Tanger-Tetouan-Al Hoceima region, as well as the Tangier-Assilah Prefecture of Morocco.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tanger_cor.jpg/330px-Tanger_cor.jpg,https://en.wikipedia.org/wiki/Tangier,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tanger_cor.jpg/330px-Tanger_cor.jpg
Cape Spartel,musée,Tanger,"Cape Spartel is a promontory in Morocco about 1,000 feet (300 m) above sea level at the entrance to the Strait of Gibraltar, 12 km west of Tangier. It is the northwesternmost point of the African continent. Below the cape are the Caves of Hercules.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Faro_del_cabo_Espartel%2C_Marruecos%2C_2015-12-11%2C_DD_02.JPG/330px-Faro_del_cabo_Espartel%2C_Marruecos%2C_2015-12-11%2C_DD_02.JPG,https://en.wikipedia.org/wiki/Cape_Spartel,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tanger_cor.jpg/330px-Tanger_cor.jpg
Tanger Outlets Atlantic City,musée,Tanger,"Tanger Outlets Atlantic City, formerly known as The Walk, is a 109-store open-air outlet mall in Atlantic City, New Jersey. It is the only outlet mall in Atlantic County. The mall opened in August 2003 and spans 3 city blocks, featuring a unique layout in outlet mall construction.",https://upload.wikimedia.org/wikipedia/en/f/ff/Acoutletslogo.png,https://en.wikipedia.org/wiki/Tanger_Outlets_Atlantic_City,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tanger_cor.jpg/330px-Tanger_cor.jpg
HSC Virgen de Coromoto,musée,Tanger,"The HSC Virgen de Coromoto is an 86 m (282 ft) fast catamaran ferry operated by Consolidada de Ferrys C.A. in Venezuela. It was built in Australia in 2004 for a fast ferry service on Lake Ontario between Toronto, Ontario, Canada and Rochester, New York, United States. After the ferry service failed, the boat was sold in 2007 and operated in the Strait of Gibraltar on a Spain-Morocco service until 2012. In 2012–13, the ship operated on Kattegatruten's Aarhus–Kalundborg route in Denmark until October 2013 when the route was cancelled.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Tanger_Jet_II_2.jpg/330px-Tanger_Jet_II_2.jpg,https://en.wikipedia.org/wiki/HSC_Virgen_de_Coromoto,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tanger_cor.jpg/330px-Tanger_cor.jpg
Asilah,musée,Tanger,"Asilah is a fortified town on the northwest tip of the Atlantic coast of Morocco, about 31 km (19 mi) south of Tangier. Its ramparts and gateworks remain fully intact.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Asilah_seafront.jpg/330px-Asilah_seafront.jpg,https://en.wikipedia.org/wiki/Asilah,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tanger_cor.jpg/330px-Tanger_cor.jpg
Memphis National Cemetery,musée,Tanger,"Memphis National Cemetery is a United States National Cemetery located in the Nutbush neighborhood in northeast Memphis, Tennessee. Administered by the United States Department of Veterans Affairs, it encompasses 44.2 acres (17.9 ha), and as of the end of 2007, had 42,184 interments.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Memphis_national_cemetery.jpg/330px-Memphis_national_cemetery.jpg,https://en.wikipedia.org/wiki/Memphis_National_Cemetery,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tanger_cor.jpg/330px-Tanger_cor.jpg
"Marshan Palace, Tangier",musée,Tanger,"The Marshan Palace is a palace of the King of Morocco in the Marshan neighborhood of Tangier, Morocco.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Morocco_Marshan_Palace_Tanger.jpg/330px-Morocco_Marshan_Palace_Tanger.jpg,https://en.wikipedia.org/wiki/Marshan_Palace%2C_Tangier,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tanger_cor.jpg/330px-Tanger_cor.jpg
1948 anti-Jewish riots in Oujda and Jerada,musée,Oujda,"Anti-Jewish riots occurred on June 7–8, 1948, in the towns of Oujda and Jerada, in the French protectorate of Morocco in response to the 1948 Arab–Israeli War ensuing the declaration of the establishment of the State of Israel on May 14. The two towns—located near the border with Algeria—were departure points for Moroccan Jews seeking to migrate to Israel; at the time they were not permitted to do so from within Morocco. In the events, 47 Jews and one Frenchman were killed, many were injured, and property was damaged.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Oujda_cimeti%C3%A8re_juif_001.JPG/330px-Oujda_cimeti%C3%A8re_juif_001.JPG,https://en.wikipedia.org/wiki/1948_anti-Jewish_riots_in_Oujda_and_Jerada,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Oujda.mosque_et_mairie.jpg/330px-Oujda.mosque_et_mairie.jpg
Oujda,musée,Oujda,"Oujda is a major city in northeast Morocco near the border with Algeria. Oujda is the capital city of the Oriental region of northeastern Morocco and has a population of 720,618 people. It is located about 15 kilometres west of the Moroccan-Algerian border in the south of the Beni Znassen Mountains and about 55 km south of the Mediterranean coast.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Oujda.mosque_et_mairie.jpg/330px-Oujda.mosque_et_mairie.jpg,https://en.wikipedia.org/wiki/Oujda,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Oujda.mosque_et_mairie.jpg/330px-Oujda.mosque_et_mairie.jpg
Turenne rail accident,musée,Oujda,The Turenne rail accident occurred on 14 September 1932 when a train carrying French Foreign Legionnaires crashed in Algeria killing 62 people.,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Vue_de_l%27accident_de_chemin_de_fer_de_Tlemcen%2C_1932.jpg/330px-Vue_de_l%27accident_de_chemin_de_fer_de_Tlemcen%2C_1932.jpg,https://en.wikipedia.org/wiki/Turenne_rail_accident,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Oujda.mosque_et_mairie.jpg/330px-Oujda.mosque_et_mairie.jpg
Zoulikha Nasri,musée,Oujda,Zoulikha Nasri was a Moroccan politician. She was an advisor to King Mohammed VI and managing director of the Mohammed V Foundation for Solidarity. She was Morocco's first female royal advisor.,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Zoulikha_Nasri.jpg/330px-Zoulikha_Nasri.jpg,https://en.wikipedia.org/wiki/Zoulikha_Nasri,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Oujda.mosque_et_mairie.jpg/330px-Oujda.mosque_et_mairie.jpg
